title,snippet,url,published_date,section,subsection
"Donald Trump Says He Is Self-Financing Bid, Despite the Evidence","Donald J. Trump insists he is financing his own campaign, but the evidence suggests otherwise.",https://www.nytimes.com/politics/first-draft/2016/01/15/donald-trump-says-he-is-self-financing-bid-despite-the-evidence/,2016-01-15T23:31:19+0000,U.S.,Politics
"Gingerly, Donald Trump Tries Out Some Campaign Conventions","As some polls have tightened and voting nears, Mr. Trump is starting to balance his unique, provocative style with running “the Iowa way” and “the New Hampshire way.”",https://www.nytimes.com/2016/01/16/us/politics/gingerly-donald-trump-tries-out-some-campaign-conventions.html,2016-01-15T23:20:24+0000,U.S.,Politics
"Republicans in Congress Will Write 2016 Campaign Platform, Ryan Says","They said they would focus on national security, the economy, health care, poverty and the Constitution after a meeting in Baltimore.",https://www.nytimes.com/2016/01/16/us/politics/gop-congressional-leaders-to-write-2016-campaign-platform.html,2016-01-15T22:53:36+0000,U.S.,Politics
"Marco Rubio Bought a Gun on Christmas Eve, Campaign Says","Marco Rubio bought a gun on Christmas Eve at a Florida store “packed” with customers, some of whom he said were worried that President Obama would further restrict their gun-buying rights",https://www.nytimes.com/politics/first-draft/2016/01/15/marco-rubio-bought-a-gun-on-christmas-eve-campaign-says/,2016-01-15T21:45:56+0000,U.S.,Politics
Ted Cruz Failed to Report a Second Campaign Loan in 2012,"A loan from Citibank, in addition to one from Goldman Sachs disclosed this week, should have been reported to the Federal Election Commission.",https://www.nytimes.com/2016/01/16/us/politics/ted-cruz-failed-to-report-a-second-campaign-loan-in-2012.html,2016-01-15T21:14:41+0000,U.S.,Politics
"Justices to Hear Appeal by Bob McDonnell, Ex-Governor of Virginia",The case before the Supreme Court will test what kinds of official conduct amount to forbidden corruption.,https://www.nytimes.com/2016/01/16/us/politics/bob-mcdonnell-supreme-court-appeal.html,2016-01-15T21:05:37+0000,U.S.,Politics
Trump Returns to Campaigning in Iowa,"At a campaign stop in Iowa, Donald J. Trump spoke about his performance in the debate Thursday night. He also discussed his relationship with evangelicals and the Tea Party.",https://www.nytimes.com/video/us/politics/100000004147537/trump-campaigns-in-iowa-after-debate.html,2016-01-15T20:59:06+0000,U.S.,Politics
‘Super Pac’ Backing Jeb Bush Looks to Crowdfund an Ad for the Super Bowl,"Right to Rise, the “super PAC” supporting Jeb Bush, is urging donors to contribute online to run an ad during the Super Bowl, two days before New Hampshire holds its primary on Feb. 9.",https://www.nytimes.com/politics/first-draft/2016/01/15/super-pac-backing-jeb-bush-looks-to-crowdfund-an-ad-for-the-super-bowl/,2016-01-15T20:14:09+0000,U.S.,Politics
How I Got Ejected From a Donald Trump Event,"As Donald J. Trump visited a Pizza Ranch restaurant here on Friday, a New York Times reporter was ejected by Trump staff members and a local police officer.",https://www.nytimes.com/politics/first-draft/2016/01/15/donald-trump/,2016-01-15T19:18:56+0000,U.S.,Politics
Prominent Jeb Bush Donor Questions ‘Super PAC’ Strategist Over Negative Marco Rubio Ads,"At a closed-door meeting Friday, a Jeb Bush donor questioned why the group Right to Rise was spending money attacking Senator Marco Rubio.",https://www.nytimes.com/politics/first-draft/2016/01/16/prominent-jeb-bush-donor-questions-how-bush-aligned-super-pac-spends-its-money/,2016-01-16T18:35:21+0000,U.S.,Politics
Ted Cruz Goes on Multipronged Attack Against Donald Trump,"Senator Ted Cruz seemed to have gotten over his reluctance to criticize Donald J. Trump, continuing to tie Mr. Trump to liberal “New York values,” criticizing his temperament and even disparaging his poll numbers.",https://www.nytimes.com/politics/first-draft/2016/01/16/ted-cruz-goes-on-multipronged-attack-against-donald-trump/,2016-01-16T18:31:04+0000,U.S.,Politics
Bernie Sanders’s Vision Makes Hillary Clinton Camp See Red,"Hillary Clinton’s campaign denounced an ad for Bernie Sanders in Iowa and New Hampshire, calling it a negative attack — a characterization Mr. Sanders’s team denied.",https://www.nytimes.com/2016/01/17/us/politics/from-bernie-sanders-the-negative-ad-that-wasnt-or-was-it.html,2016-01-16T17:56:32+0000,U.S.,Politics
"Clinton Campaign Underestimated Sanders Strengths, Allies Say","Advisers to Mrs. Clinton, including the former president Bill Clinton, believe that her campaign made serious miscalculations by failing to undercut Mr. Sanders’s message early in the race.",https://www.nytimes.com/2016/01/17/us/politics/hillary-clinton-regrets-not-attacking-bernie-sanders-earlier-her-allies-say.html,2016-01-16T17:27:02+0000,U.S.,Politics
"Ted Cruz ‘Apologizes’ to New Yorkers, Again and Again","In a stump speech and several other places, Senator Ted Cruz issued a faux apology to New Yorkers for saying Donald J. Trump has “New York values.”",https://www.nytimes.com/politics/first-draft/2016/01/15/ted-cruz-apologizes-to-new-yorkers-again-and-again/,2016-01-16T04:08:05+0000,U.S.,Politics
U.S. Pledges to Ease Pain of Closing Coal Mines in Shift to Cleaner Energy ,The administration unveiled a plan aimed at extracting more money from companies for mining on federal land and using that revenue to help coal communities train for new jobs.,https://www.nytimes.com/2016/01/16/us/politics/obama-coal-mining.html,2016-01-16T02:05:51+0000,U.S.,Politics
"Looking at Later Primaries, Bernie Sanders Works to Strengthen Black Support",The Vermont senator faces a daunting problem even if he wins Iowa and New Hampshire: winning over African-American voters in the more diverse states to follow.,https://www.nytimes.com/2016/01/16/us/politics/looking-at-later-primaries-bernie-sanders-works-to-strengthen-black-support.html,2016-01-16T01:38:29+0000,U.S.,Politics
"Dog Pants? Show a Little More Fur, Obama Says",President Obama gave interviews at the White House on Friday to three popular YouTube figures.,https://www.nytimes.com/politics/first-draft/2016/01/15/dog-pants-show-a-little-more-fur-obama-says/,2016-01-16T00:13:56+0000,U.S.,Politics
Verbatim: Donald Trump Says He Is No Longer Worried About Ted Cruz,"At a campaign rally in Las Vegas, Donald J. Trump said of Ted Cruz, “He had his moment and he blew it.”",https://www.nytimes.com/politics/first-draft/2016/01/21/verbatim-donald-trump-says-he-is-no-longer-worried-about-ted-cruz/,2016-01-21T23:52:16+0000,U.S.,Politics
Republicans Say Government Mismanaged Health Care Co-ops,"Twelve of the 23 health insurance cooperatives set up with $2.5 billion in federal funding have shut down, rather than spur competition as intended.",https://www.nytimes.com/2016/01/22/us/politics/republicans-say-government-mismanaged-health-care-co-ops.html,2016-01-21T23:32:12+0000,U.S.,Politics
Court Rejects a Bid to Block Coal Plant Regulations,"A lawsuit by at least 27 states to stop the rule, which could eventually shut down hundreds of coal-fired power plants, is to be heard on June 2.",https://www.nytimes.com/2016/01/22/us/politics/court-rejects-bid-to-delay-obama-rule-on-climate-change.html,2016-01-21T22:59:41+0000,U.S.,Politics
Ted Cruz Goes Local in Latest South Carolina Ad,The senator appeals to the state’s Army-minded voters in a new commercial that highlights his promise to be tough on terrorists by investing more in the military.,https://www.nytimes.com/2016/01/22/us/politics/ted-cruz-goes-local-in-latest-south-carolina-ad.html,2016-01-21T22:14:58+0000,U.S.,Politics
‘Midlands’,A new ad from the Cruz campaign running in South Carolina. ,https://www.nytimes.com/video/us/politics/100000004157300/midlands.html,2016-01-21T22:14:50+0000,U.S.,Politics
"Bernie Sanders and Donald Trump Open Up Strong Leads in Iowa, Poll Shows","Senator Bernie Sanders and Donald J. Trump have opened up solid leads in Iowa less than two weeks before the state’s caucuses kick off the 2016 presidential nominating contests, according to a new poll.",https://www.nytimes.com/politics/first-draft/2016/01/21/bernie-sanders-and-donald-trump-open-up-strong-leads-in-iowa-poll-shows/,2016-01-21T21:53:30+0000,U.S.,Politics
Clinton Defends Health Care Plan in Iowa,"During a rally at Simpson College in Indianola, Iowa, the Democratic presidential candidate Hillary Clinton touted her health care plan, saying Senator Bernie Sanders’s plan would end in ""gridlock.""",https://www.nytimes.com/video/us/politics/100000004159267/in-iowa-clinton-defends-healthcare-plan.html,2016-01-21T21:31:30+0000,U.S.,Politics
U.S. Tightens Visa Rules for Some European Visitors,"Travelers who hold dual citizenship from Iran, Iraq, Sudan or Syria, or have visited one of those countries in the last five years, may no longer participate in the visa-waiver program.",https://www.nytimes.com/2016/01/22/us/politics/us-tightens-visa-rules-for-some-european-visitors.html,2016-01-21T20:50:41+0000,U.S.,Politics
Hillary Clinton Knocks Bernie Sanders on Iran,"With Bernie Sanders’s domestic message of confronting income inequality giving him momentum here, Hillary Clinton sought to portray him as inexperienced on foreign policy and ill-equipped to address the firestorms erupting in the Middle East.",https://www.nytimes.com/politics/first-draft/2016/01/21/hillary-clinton-knocks-bernie-sanders-on-foreign-policy-experience/,2016-01-21T20:30:47+0000,U.S.,Politics
"Marco Rubio Steps Up Attacks On Ted Cruz, Calling Him a Flip-Flopper","Marco Rubio declared Thursday that his Senate colleague Ted Cruz “is not who he says he is,” challenging his sincerity and calling him a flip-flopper.",https://www.nytimes.com/politics/first-draft/2016/01/21/marco-rubio-steps-up-attacks-on-ted-cruz-calling-him-a-flip-flopper/,2016-01-21T19:42:06+0000,U.S.,Politics
Donald Trump Blasts Ted Cruz Using the Senator’s Own Words,"Mr. Trump, in a new negative commercial, assails Mr. Cruz over immigration using footage from Mr. Cruz’s past that shows him uncomfortable and off-script.",https://www.nytimes.com/2016/01/23/us/politics/donald-trump-blasts-ted-cruz-using-the-senators-own-words.html,2016-01-22T22:53:31+0000,U.S.,Politics
"With Calm and Experience, John Kasich Connects in New Hampshire","After appearing lost in a crowded Republican field, the Ohio governor has been enjoying a wave of attention in the first primary state as a serious and nonangry candidate.",https://www.nytimes.com/2016/01/23/us/politics/with-calm-and-experience-john-kasich-connects-in-new-hampshire.html,2016-01-22T22:44:30+0000,U.S.,Politics
Trump on National Review’s Criticism,"The Republican presidential candidate Donald J. Trump said the National Review was a ""dying paper"" and accused the magazine of trying to get publicity when it published an editorial criticizing him.",https://www.nytimes.com/video/us/politics/100000004161932/trump-on-national-reviews-criticism.html,2016-01-22T20:04:23+0000,U.S.,Politics
Chris Christie to Return to New Jersey to Prepare for Snowstorm,Gov. Chris Christie scrapped his plans to wait out the expected snowstorm in New Hampshire on Friday and instead headed back to his home state of New Jersey to oversee a potential worse weather emergency there.,https://www.nytimes.com/politics/first-draft/2016/01/22/chris-christie-to-return-to-new-jersey-to-prepare-for-snow-storm/,2016-01-22T19:52:28+0000,U.S.,Politics
"House Democrats Prepare for Retreat, and a Few Laughs","House Democrats will huddle next week in Baltimore at a three-day strategy session that will include speeches by President Obama, Vice President Joseph R. Biden Jr. and the comedian Trevor Noah.",https://www.nytimes.com/politics/first-draft/2016/01/22/house-democrats-prepare-for-retreat-and-a-few-laughs/,2016-01-22T19:13:06+0000,U.S.,Politics
Hillary Clinton Defends Speaking Fees Paid by Wall Street Firms,"Hillary Clinton told an Iowa newspaper that she has no regrets about the millions of dollars in fees she has made by giving speeches to banking and financial companies. “Anybody who thinks they can buy me doesn’t know me,” she said.",https://www.nytimes.com/politics/first-draft/2016/01/22/hillary-clinton-defends-speaking-fees-paid-by-wall-street-firms/,2016-01-22T18:13:07+0000,U.S.,Politics
Group Backing Jeb Bush Draws on ‘Jeopardy’ to Attack John Kasich,"Right to Rise, the “super PAC” supporting Mr. Bush, uses Mr. Kasich’s record as a governor and congressman from Ohio to paint him as out of step with New Hampshire values.",https://www.nytimes.com/2016/01/23/us/politics/group-backing-jeb-bush-draws-on-jeopardy-to-attack-john-kasich.html,2016-01-22T17:36:09+0000,U.S.,Politics
Trump Criticizes Bush Ad,"In response to Jeb Bush’s ad saying Donald J. Trump would lose the election to Hillary Clinton, Mr. Trump called his rival a “poor, pathetic, low-energy guy.”",https://www.nytimes.com/video/us/politics/100000004161447/trump-calls-bush-a-lost-soul.html,2016-01-22T17:24:57+0000,U.S.,Politics
"Donald Trump, Challenging Political Correctness, Strikes a Chord","Donald J. Trump has regained momentum in Iowa two weeks before the state’s caucuses, and many voters cite his bravado and willingness to assail political correctness, more than his policy proposals, as the main reasons.",https://www.nytimes.com/politics/first-draft/2016/01/22/donald-trump-challenging-political-correctness-strikes-a-chord/,2016-01-22T16:48:28+0000,U.S.,Politics
"Does Jeb Bush Want His Family’s Help? It’s Hard to Say, Even for Him","A glimpse into a political family’s dynamics, as Jeb Bush is asked on the campaign trail why he isn’t using his brother George W. and father, George — two former presidents — to bolster his own cause in the 2016 race.",https://www.nytimes.com/politics/first-draft/2016/01/22/does-jeb-bush-want-his-familys-help-its-hard-to-say-even-for-him/,2016-01-22T15:39:42+0000,U.S.,Politics
"In Support of Ted Cruz, Glenn Beck Slams Donald Trump","Appearing at a mostly full college gymnasium in Iowa, Mr. Beck delivered a forceful case for Mr. Cruz as the only viable option for conservatives.",https://www.nytimes.com/politics/first-draft/2016/01/23/in-support-of-ted-cruz-glenn-beck-slams-donald-trump/,2016-01-23T23:58:24+0000,U.S.,Politics
Des Moines Register Endorses Marco Rubio and Hillary Clinton,"The Register, the largest newspaper in Iowa, announced Saturday night that it had endorsed Senator Marco Rubio in the Republican race and Hillary Clinton in the Democratic race.",https://www.nytimes.com/politics/first-draft/2016/01/23/des-moines-register-endorses-marco-rubio-and-hillary-clinton/,2016-01-23T23:36:08+0000,U.S.,Politics
Donald Trump Would ‘Love’ to See Michael Bloomberg Run,"Donald Trump called Michael Bloomberg, a former mayor of New York, a friend and said he would “love the competition” in the presidential race.",https://www.nytimes.com/politics/first-draft/2016/01/23/donald-trump-would-love-to-see-michael-bloomberg-run/,2016-01-23T23:17:52+0000,U.S.,Politics
"‘Hillarycare’ Failed, but Hillary Clinton Reminds Voters She Tried","While criticizing Senator Bernie Sanders’ universal health care plan as impractical, Hillary Clinton is reminding voters she tried something similar during her husband’s first term.",https://www.nytimes.com/politics/first-draft/2016/01/23/hillarycare-failed-but-hillary-clinton-reminds-voters-she-tried/,2016-01-23T21:16:39+0000,U.S.,Politics
Negative Words for Negative Ads From Bush-Aligned ‘Super PAC’,"At a town-hall-style event in New Hampshire, a Jeb Bush supporter complained of being inundated with mailers attacking Mr. Bush’s opponents.",https://www.nytimes.com/politics/first-draft/2016/01/23/negative-words-for-negative-ads-from-bush-aligned-super-pac/,2016-01-23T20:36:32+0000,U.S.,Politics
No Split Between Simon and Garfunkel Over Bernie Sanders’s Use of Their Song,"In a CNN interview, Art Garfunkel said that the idea to use “America” in an ad came from the campaign, and that the duo, both liberal-leaning, “acquiesced” to the request.",https://www.nytimes.com/politics/first-draft/2016/01/23/no-split-between-simon-and-garfunkel-over-bernie-sanderss-use-of-their-song/,2016-01-23T19:55:39+0000,U.S.,Politics
One Republican Candidate Wouldn’t Mind Seeing Michael Bloomberg in the Race,"Gov. John R. Kasich of Ohio, who has been appealing to centrist voters in New Hampshire, called Mr. Bloomberg a “good mayor” and said, “If he wants to run, he probably will stimulate the debate.”",https://www.nytimes.com/politics/first-draft/2016/01/23/one-republican-candidate-wouldnt-mind-seeing-michael-bloomberg-in-the-race/,2016-01-23T19:24:03+0000,U.S.,Politics
Ted Cruz Condemns Donald Trump for His Use of Eminent Domain,"In a new ad, Senator Cruz attacks Mr. Trump over a decades-old battle to expand his casino in Atlantic City, portraying his wealth as a product of government overreach.",https://www.nytimes.com/2016/01/23/us/politics/ted-cruz-condemns-donald-trump-for-his-use-of-eminent-domain.html,2016-01-23T02:35:18+0000,U.S.,Politics
"Their Boss Stays on the Sideline, but Obama Aides Tilt to Clinton",The White House is working with Hillary Clinton’s campaign in ways large and small. Their two staffs consult on issues and the positions she takes on the president’s policy priorities.,https://www.nytimes.com/2016/01/23/us/their-boss-stays-on-the-sideline-but-obama-aides-tilt-to-clinton.html,2016-01-23T01:18:42+0000,U.S.,Politics
Storage of Records of Background Checks Shifted After Last Year’s Security Breach ,"A major component of the overhaul will be the creation of a new agency that will process federal background checks, called the National Background Investigations Bureau.",https://www.nytimes.com/2016/01/23/us/politics/storage-of-records-of-background-checks-shifted-after-last-years-security-breach.html,2016-01-23T00:49:51+0000,U.S.,Politics
Pentagon Wants Psychologists to End Ban on Interrogation Role,The American Psychological Association has been asked to revisit its “blanket prohibition” on the involvement of psychologists in national security interrogations.,https://www.nytimes.com/2016/01/25/us/politics/pentagon-wants-psychologists-to-end-ban-on-interrogation-role.html,2016-01-24T23:21:43+0000,U.S.,Politics
Donald Trump Hears a Lesson in Humility at Church,Mr. Trump attended a church service in Iowa on Sunday and later told people at a rally that “we talked about humility in church today.”,https://www.nytimes.com/politics/first-draft/2016/01/24/donald-trump-hears-a-lesson-in-humility-at-church/,2016-01-24T21:47:31+0000,U.S.,Politics
Chris Christie Warns New Hampshire Against Voting for Donald Trump,"Mr. Christie warned voters against using their vote as an “expression of anger” against Washington, saying that voting for Donald J. Trump could lead to Hillary Clinton winning the presidency.",https://www.nytimes.com/politics/first-draft/2016/01/24/chris-christie-warns-new-hampshire-against-voting-for-trump/,2016-01-24T19:39:17+0000,U.S.,Politics
Republicans Risk Repeating Mistake on Hispanic Vote,Demographic trends and the outcome of the 2012 presidential election don’t bode well for a Republican approach highlighting hostility to immigration.,https://www.nytimes.com/2016/01/25/us/politics/republicans-risk-repeating-mistake-on-hispanic-vote.html,2016-01-24T17:45:55+0000,U.S.,Politics
Chris Christie Attacks Marco Rubio Over Blizzard Remark,"Gov. Chris Christie of New Jersey angrily scolded Senator Marco Rubio Sunday for his sarcastic remark about the blizzard that crippled much of the Northeast this weekend, calling it a sign of his “immaturity” and inexperience.",https://www.nytimes.com/politics/first-draft/2016/01/24/chris-christie-attacks-marco-rubio-over-blizzard-remark/,2016-01-24T17:29:00+0000,U.S.,Politics
Hillary Clinton Says Senator Charles Grassley Wants ‘to Defeat Me’,"Hillary Clinton on Sunday accused Iowa’s senior Republican senator, Charles E. Grassley, of trying to undermine her presidential candidacy by leaking negative information about her tenure as secretary of state.",https://www.nytimes.com/politics/first-draft/2016/01/24/hillary-clinton-says-senator-charles-grassley-wants-to-defeat-me/,2016-01-24T17:15:36+0000,U.S.,Politics
Candidates React to Bloomberg With Dismissals and Differences,"The presidential candidates greeted word of Michael R. Bloomberg’s possible presidential run with attacks on his record, and in some cases, praise for the former mayor.",https://www.nytimes.com/politics/first-draft/2016/01/24/possible-run-by-michael-bloomberg-gets-candidates-talking/,2016-01-24T17:09:56+0000,U.S.,Politics
"In Return to Iowa, Bernie Sanders Picks Up Where He Left Off on Wall Street and Clinton","Mr. Sanders told supporters that he does better than Hillary Clinton in national polls versus Donald J. Trump, and that it was making Wall Street nervous.",https://www.nytimes.com/politics/first-draft/2016/01/23/in-return-to-iowa-bernie-sanders-picks-up-where-he-left-off-on-wall-street-and-clinton/,2016-01-24T02:37:07+0000,U.S.,Politics
A Day of Endorsements for Presidential Candidates in Iowa,The Des Moines Register backed Senator Marco Rubio of Florida for the Republicans; and Hillary Clinton for the Democrats. And Senator Charles E. Grassley shared a stage with Donald J. Trump.,https://www.nytimes.com/2016/01/24/us/politics/a-day-of-endorsements-for-presidential-candidates-in-iowa.html,2016-01-24T01:50:34+0000,U.S.,Politics
Bernie Sanders Courts Elusive Voters: Young Iowans,"Mr. Sanders has struck a chord with young people, but his campaign acknowledges that beating Hillary Clinton in Iowa will require overcoming their history of dismal attendance.",https://www.nytimes.com/2016/01/24/us/politics/bernie-sanders-courts-elusive-voters-young-iowans.html,2016-01-24T01:41:50+0000,U.S.,Politics
"Bernie Sanders and Donald Trump Far Ahead in New Hampshire, Poll Finds",A poll released Monday showed Mr. Sanders and Mr. Trump with commanding leads two weeks before the New Hampshire primary.,https://www.nytimes.com/politics/first-draft/2016/01/25/bernie-sanders-and-donald-trump-far-ahead-in-new-hampshire-poll-finds/,2016-01-25T23:58:38+0000,U.S.,Politics
"Bernie Sanders, Backed by Image of a Bright Horizon, Lays Out His Vision","In highly idealistic terms, Mr. Sanders details his goals and appeals to Iowans a week before their presidential caucuses.",https://www.nytimes.com/2016/01/26/us/politics/bernie-sanders-backed-by-image-of-a-bright-horizon-lays-out-his-vision.html,2016-01-25T23:46:48+0000,U.S.,Politics
Seeking to End Gerrymandering’s Enduring Legacy,"Advocates in several states are trying to change the strict political control of the congressional map-drawing process, which has a long history.",https://www.nytimes.com/2016/01/26/us/politics/seeking-to-end-gerrymanderings-enduring-legacy.html,2016-01-25T23:37:44+0000,U.S.,Politics
"Hillary Clinton, Battling in Iowa, Turns Warm Under Pressure","In trying to win the Iowa caucuses in a race that has become much tougher than she expected, Mrs. Clinton has tried to be more open and personable with Iowans.",https://www.nytimes.com/2016/01/26/us/politics/hillary-clinton-battling-in-iowa-turns-warm-under-pressure.html,2016-01-25T23:16:18+0000,U.S.,Politics
Hillary Clinton Gets Personal on Christ and Her Faith,"At an event in Iowa, Mrs. Clinton elaborated on her views on Christianity and the Bible, a subject she rarely talks about when campaigning.",https://www.nytimes.com/politics/first-draft/2016/01/25/hillary-clinton-gets-personal-on-christ-and-her-faith/,2016-01-25T23:08:31+0000,U.S.,Politics
"As Iowa Caucuses Near, Jeb Bush Goes to Nevada","Six days before the Iowa caucuses, Mr. Bush plans to campaign in Elko, Nev., to show Nevadans that his campaign is taking their state seriously.",https://www.nytimes.com/politics/first-draft/2016/01/25/as-iowa-caucuses-near-jeb-bush-goes-to-nevada/,2016-01-25T22:54:51+0000,U.S.,Politics
Bernie Sanders Mailing in Iowa Defends His Record on Guns,"The Sanders campaign has mailed Iowa voters literature that outlines his record on gun control, suggesting how much he is on the defensive on the issue with the caucuses only a week away.",https://www.nytimes.com/politics/first-draft/2016/01/25/bernie-sanders-mailing-in-iowa-defends-his-record-on-guns/,2016-01-25T22:41:06+0000,U.S.,Politics
Bill de Blasio Not Keen on a Bloomberg Presidential Run,"The New York mayor said he did not believe Americans would turn to billionaires like his predecessor, Michael R. Bloomberg, or Donald J, Trump “to solve problems created by billionaires.”",https://www.nytimes.com/politics/first-draft/2016/01/25/bill-de-blasio-not-keen-on-a-bloomberg-presidential-run/,2016-01-25T22:24:39+0000,U.S.,Politics
"Joni Ernst, Standing Next to Marco Rubio, Is Not Endorsing Anyone","Ms. Ernst, Iowa’s freshman Republican senator, has promised not endorse anyone in the presidential race, but that didn’t stop her from appearing with Mr. Rubio, her “good friend.”",https://www.nytimes.com/politics/first-draft/2016/01/25/joni-ernst-standing-next-to-marco-rubio-is-not-endorsing-anyone/,2016-01-25T22:13:04+0000,U.S.,Politics
Ted Cruz on Feud With Donald Trump: He Started It,Mr. Cruz said his sudden antagonism toward Mr. Trump was in response to the real estate developer insulting him every day.,https://www.nytimes.com/politics/first-draft/2016/01/25/ted-cruz-on-feud-with-donald-trump-he-started-it/,2016-01-25T21:48:15+0000,U.S.,Politics
John Kasich Relishes Attacks From Jeb Bush Backers in Iowa,"Mr. Kasich seemed surprised, if not delighted, at attacks from Right to Rise, the ‘super PAC’ supporting Jeb Bush, saying it was “fantastic” to be viewed as an encroaching rival in Iowa, where neither candidate is faring well in polls.",https://www.nytimes.com/politics/first-draft/2016/01/31/john-kasich-relishes-attacks-from-jeb-bush-backers-in-iowa/,2016-01-31T23:03:50+0000,U.S.,Politics
Trump or Cruz? Clinton or Sanders? Iowa Hears Last-Minute Pitches,"With the caucuses fast approaching, the campaigns are activating the final stage of their ground games in hopes of a strong showing.",https://www.nytimes.com/2016/02/01/us/politics/iowa-caucuses-campaign.html,2016-01-31T22:42:22+0000,U.S.,Politics
The Rise and Fall of the Bush Campaign,"Only a year ago, he was a favorite to clinch the Republican nomination. But as Iowa voters prepare for their caucuses, he barely registers in the polls.",https://www.nytimes.com/2016/02/01/us/politics/the-rise-and-fall-of-the-bush-campaign.html,2016-01-31T21:50:25+0000,U.S.,Politics
More Democratic Debates in the Works,"A debate on Thursday, ahead of the New Hampshire primary on Feb. 9, is expected to be sanctioned and sponsored by MSNBC, and the campaigns have been in talks about holding additional debates in March, April and May.",https://www.nytimes.com/politics/first-draft/2016/01/31/more-democratic-debates-in-the-works/,2016-01-31T20:58:45+0000,U.S.,Politics
Donald Trump Field Organizer Accuses Campaign of Sex Discrimination,"Elizabeth Mae Davidson, 26, the Trump campaign’s former field organizer in Davenport, Iowa, said that men in the same job were paid more than women.",https://www.nytimes.com/2016/02/01/us/politics/trump-field-organizer-accuses-campaign-of-sex-discrimination.html,2016-01-31T18:53:10+0000,U.S.,Politics
Email Issue Dogs Hillary Clinton on Eve of Iowa Caucuses,"On the eve of the Iowa caucuses, Hillary Clinton found herself defending her use of a private email server while serving as secretary of state.",https://www.nytimes.com/politics/first-draft/2016/01/31/email-issue-dogs-hillary-clinton-on-eve-of-iowa-caucuses/,2016-01-31T18:50:17+0000,U.S.,Politics
Hillary Clinton Campaign Declined Bill de Blasio’s First Offer to Help in Iowa,"Hillary Clinton’s team declined Mayor Bill de Blasio’s initial offer to campaign in Iowa for her candidacy, the New York City mayor said.",https://www.nytimes.com/politics/first-draft/2016/01/31/hillary-clinton-campaign-rebuffed-bill-de-blasios-first-offer-to-help-in-iowa/,2016-01-31T17:46:28+0000,U.S.,Politics
Bernie Sanders’s Campaign Says It Raised $20 Million in January,"Bernie Sanders’s campaign will announce that it has raised $20 million in the last month, an enormous haul that backs up the campaign’s assertion that it will have enough money for a long, hard fought nominating fight against Hillary Clinton.",https://www.nytimes.com/politics/first-draft/2016/01/31/bernie-sanderss-campaign-says-it-raised-20-million-in-last-month/,2016-01-31T17:41:33+0000,U.S.,Politics
Bernie Sanders Says Tax Plan Would Not Hurt Democrats’ 2016 Prospects,Bernie Sanders said on “Meet the Press” that his plan to raise taxes to increase government benefits would not undercut the Democratic Party’s efforts to retake the House in 2016.,https://www.nytimes.com/politics/first-draft/2016/01/31/bernie-sanders-says-tax-plan-would-not-hurt-democrats-2016-prospects/,2016-01-31T17:11:14+0000,U.S.,Politics
"Our Man in Iowa: Polls Point to Donald Trump, as Do Odd Indicators",We sent our reporter Trip Gabriel to live in Iowa. Here’s what he’s watching for as the caucuses near.,https://www.nytimes.com/2016/02/01/us/politics/iowa-caucuses-donald-trump.html,2016-01-31T13:39:23+0000,U.S.,Politics
